manufacturer,model,category,registrations_count,month_year,state
"Hero Electric","Photon","ev_two_wheeler",37,"2022-08-01","Gujarat"
"Tata Motors","Nexon EV","ev_four_wheeler",166,"2022-08-01","Maharashtra"
"Tata Motors","Nexon EV","ev_four_wheeler",140,"2022-08-01","Karnataka"
"Tata Motors","Nexon EV","ev_four_wheeler",115,"2022-08-01","Delhi"
"Tata Motors","Nexon EV","ev_four_wheeler",86,"2022-08-01","Tamil Nadu"
"Tata Motors","Nexon EV","ev_four_wheeler",100,"2022-08-01","Uttar Pradesh"
"Tata Motors","Nexon EV","ev_four_wheeler",95,"2022-08-01","Gujarat"
"Ather Energy","450X","ev_two_wheeler",198,"2022-09-01","Maharashtra"
"Ather Energy","450X","ev_two_wheeler",164,"2022-09-01","Karnataka"
"Ather Energy","450X","ev_two_wheeler",160,"2022-09-01","Delhi"
"Ather Energy","450X","ev_two_wheeler",126,"2022-09-01","Tamil Nadu"
"Ather Energy","450X","ev_two_wheeler",112,"2022-09-01","Uttar Pradesh"
"Ather Energy","450X","ev_two_wheeler",121,"2022-09-01","Gujarat"
"Ola Electric","S1 Pro","ev_two_wheeler",560,"2022-09-01","Maharashtra"
"Ola Electric","S1 Pro","ev_two_wheeler",607,"2022-09-01","Karnataka"
"Ola Electric","S1 Pro","ev_two_wheeler",508,"2022-09-01","Delhi"
"Ola Electric","S1 Pro","ev_two_wheeler",375,"2022-09-01","Tamil Nadu"
"Ola Electric","S1 Pro","ev_two_wheeler",350,"2022-09-01","Uttar Pradesh"
"Ola Electric","S1 Pro","ev_two_wheeler",367,"2022-09-01","Gujarat"
"TVS Motor","iQube","ev_two_wheeler",112,"2022-09-01","Maharashtra"
"TVS Motor","iQube","ev_two_wheeler",96,"2022-09-01","Karnataka"
"TVS Motor","iQube","ev_two_wheeler",86,"2022-09-01","Delhi"
"TVS Motor","iQube","ev_two_wheeler",81,"2022-09-01","Tamil Nadu"
"TVS Motor","iQube","ev_two_wheeler",66,"2022-09-01","Uttar Pradesh"
"TVS Motor","iQube","ev_two_wheeler",70,"2022-09-01","Gujarat"
"Bajaj Auto","Chetak","ev_two_wheeler",55,"2022-09-01","Maharashtra"
"Bajaj Auto","Chetak","ev_two_wheeler",49,"2022-09-01","Karnataka"
"Bajaj Auto","Chetak","ev_two_wheeler",46,"2022-09-01","Delhi"
"Bajaj Auto","Chetak","ev_two_wheeler",38,"2022-09-01","Tamil Nadu"
"Bajaj Auto","Chetak","ev_two_wheeler",39,"2022-09-01","Uttar Pradesh"
"Bajaj Auto","Chetak","ev_two_wheeler",32,"2022-09-01","Gujarat"
"Hero Electric","Photon","ev_two_wheeler",72,"2022-09-01","Maharashtra"
"Hero Electric","Photon","ev_two_wheeler",53,"2022-09-01","Karnataka"
"Hero Electric","Photon","ev_two_wheeler",48,"2022-09-01","Delhi"
"Hero Electric","Photon","ev_two_wheeler",45,"2022-09-01","Tamil Nadu"
"Hero Electric","Photon","ev_two_wheeler",41,"2022-09-01","Uttar Pradesh"
"Hero Electric","Photon","ev_two_wheeler",39,"2022-09-01","Gujarat"
"Tata Motors","Nexon EV","ev_four_wheeler",215,"2022-09-01","Maharashtra"
"Tata Motors","Nexon EV","ev_four_wheeler",185,"2022-09-01","Karnataka"
"Tata Motors","Nexon EV","ev_four_wheeler",122,"2022-09-01","Delhi"
"Tata Motors","Nexon EV","ev_four_wheeler",127,"2022-09-01","Tamil Nadu"
"Tata Motors","Nexon EV","ev_four_wheeler",135,"2022-09-01","Uttar Pradesh"
"Tata Motors","Nexon EV","ev_four_wheeler",114,"2022-09-01","Gujarat"
"Ather Energy","450X","ev_two_wheeler",259,"2022-10-01","Maharashtra"
"Ather Energy","450X","ev_two_wheeler",219,"2022-10-01","Karnataka"
"Ather Energy","450X","ev_two_wheeler",215,"2022-10-01","Delhi"
"Ather Energy","450X","ev_two_wheeler",148,"2022-10-01","Tamil Nadu"
"Ather Energy","450X","ev_two_wheeler",175,"2022-10-01","Uttar Pradesh"
"Ather Energy","450X","ev_two_wheeler",182,"2022-10-01","Gujarat"
"Ola Electric","S1 Pro","ev_two_wheeler",930,"2022-10-01","Maharashtra"
"Ola Electric","S1 Pro","ev_two_wheeler",906,"2022-10-01","Karnataka"
"Ola Electric","S1 Pro","ev_two_wheeler",716,"2022-10-01","Delhi"
"Ola Electric","S1 Pro","ev_two_wheeler",484,"2022-10-01","Tamil Nadu"
"Ola Electric","S1 Pro","ev_two_wheeler",618,"2022-10-01","Uttar Pradesh"
"Ola Electric","S1 Pro","ev_two_wheeler",478,"2022-10-01","Gujarat"
"TVS Motor","iQube","ev_two_wheeler",205,"2022-10-01","Maharashtra"
"TVS Motor","iQube","ev_two_wheeler",182,"2022-10-01","Karnataka"
"TVS Motor","iQube","ev_two_wheeler",114,"2022-10-01","Delhi"
"TVS Motor","iQube","ev_two_wheeler",105,"2022-10-01","Tamil Nadu"
"TVS Motor","iQube","ev_two_wheeler",123,"2022-10-01","Uttar Pradesh"
"TVS Motor","iQube","ev_two_wheeler",103,"2022-10-01","Gujarat"
"Bajaj Auto","Chetak","ev_two_wheeler",76,"2022-10-01","Maharashtra"
"Bajaj Auto","Chetak","ev_two_wheeler",70,"2022-10-01","Karnataka"
"Bajaj Auto","Chetak","ev_two_wheeler",51,"2022-10-01","Delhi"
"Bajaj Auto","Chetak","ev_two_wheeler",38,"2022-10-01","Tamil Nadu"
"Bajaj Auto","Chetak","ev_two_wheeler",37,"2022-10-01","Uttar Pradesh"
"Bajaj Auto","Chetak","ev_two_wheeler",42,"2022-10-01","Gujarat"
"Hero Electric","Photon","ev_two_wheeler",85,"2022-10-01","Maharashtra"
"Hero Electric","Photon","ev_two_wheeler",94,"2022-10-01","Karnataka"
"Hero Electric","Photon","ev_two_wheeler",59,"2022-10-01","Delhi"
"Hero Electric","Photon","ev_two_wheeler",49,"2022-10-01","Tamil Nadu"
"Hero Electric","Photon","ev_two_wheeler",64,"2022-10-01","Uttar Pradesh"
"Hero Electric","Photon","ev_two_wheeler",50,"2022-10-01","Gujarat"
"Tata Motors","Nexon EV","ev_four_wheeler",311,"2022-10-01","Maharashtra"
"Tata Motors","Nexon EV","ev_four_wheeler",242,"2022-10-01","Karnataka"
"Tata Motors","Nexon EV","ev_four_wheeler",206,"2022-10-01","Delhi"
"Tata Motors","Nexon EV","ev_four_wheeler",167,"2022-10-01","Tamil Nadu"
"Tata Motors","Nexon EV","ev_four_wheeler",153,"2022-10-01","Uttar Pradesh"
"Tata Motors","Nexon EV","ev_four_wheeler",171,"2022-10-01","Gujarat"
"Ather Energy","450X","ev_two_wheeler",270,"2022-11-01","Maharashtra"
"Ather Energy","450X","ev_two_wheeler",262,"2022-11-01","Karnataka"
"Ather Energy","450X","ev_two_wheeler",204,"2022-11-01","Delhi"
"Ather Energy","450X","ev_two_wheeler",159,"2022-11-01","Tamil Nadu"
"Ather Energy","450X","ev_two_wheeler",166,"2022-11-01","Uttar Pradesh"
"Ather Energy","450X","ev_two_wheeler",153,"2022-11-01","Gujarat"
"Ola Electric","S1 Pro","ev_two_wheeler",1005,"2022-11-01","Maharashtra"
"Ola Electric","S1 Pro","ev_two_wheeler",850,"2022-11-01","Karnataka"
"Ola Electric","S1 Pro","ev_two_wheeler",659,"2022-11-01","Delhi"
"Ola Electric","S1 Pro","ev_two_wheeler",636,"2022-11-01","Tamil Nadu"
"Ola Electric","S1 Pro","ev_two_wheeler",571,"2022-11-01","Uttar Pradesh"
"Ola Electric","S1 Pro","ev_two_wheeler",554,"2022-11-01","Gujarat"
"TVS Motor","iQube","ev_two_wheeler",196,"2022-11-01","Maharashtra"
"TVS Motor","iQube","ev_two_wheeler",170,"2022-11-01","Karnataka"
"TVS Motor","iQube","ev_two_wheeler",147,"2022-11-01","Delhi"
"TVS Motor","iQube","ev_two_wheeler",117,"2022-11-01","Tamil Nadu"
"TVS Motor","iQube","ev_two_wheeler",115,"2022-11-01","Uttar Pradesh"
"TVS Motor","iQube","ev_two_wheeler",118,"2022-11-01","Gujarat"
"Bajaj Auto","Chetak","ev_two_wheeler",67,"2022-11-01","Maharashtra"
"Bajaj Auto","Chetak","ev_two_wheeler",71,"2022-11-01","Karnataka"
"Bajaj Auto","Chetak","ev_two_wheeler",53,"2022-11-01","Delhi"
"Bajaj Auto","Chetak","ev_two_wheeler",45,"2022-11-01","Tamil Nadu"
"Bajaj Auto","Chetak","ev_two_wheeler",51,"2022-11-01","Uttar Pradesh"
"Bajaj Auto","Chetak","ev_two_wheeler",48,"2022-11-01","Gujarat"
"Hero Electric","Photon","ev_two_wheeler",77,"2022-11-01","Maharashtra"
"Hero Electric","Photon","ev_two_wheeler",78,"2022-11-01","Karnataka"
"Hero Electric","Photon","ev_two_wheeler",55,"2022-11-01","Delhi"
"Hero Electric","Photon","ev_two_wheeler",43,"2022-11-01","Tamil Nadu"
"Hero Electric","Photon","ev_two_wheeler",46,"2022-11-01","Uttar Pradesh"
"Hero Electric","Photon","ev_two_wheeler",41,"2022-11-01","Gujarat"
"Tata Motors","Nexon EV","ev_four_wheeler",325,"2022-11-01","Maharashtra"
"Tata Motors","Nexon EV","ev_four_wheeler",252,"2022-11-01","Karnataka"
"Tata Motors","Nexon EV","ev_four_wheeler",215,"2022-11-01","Delhi"
"Tata Motors","Nexon EV","ev_four_wheeler",178,"2022-11-01","Tamil Nadu"
"Tata Motors","Nexon EV","ev_four_wheeler",172,"2022-11-01","Uttar Pradesh"
"Tata Motors","Nexon EV","ev_four_wheeler",221,"2022-11-01","Gujarat"
"Ather Energy","450X","ev_two_wheeler",214,"2022-12-01","Maharashtra"
"Ather Energy","450X","ev_two_wheeler",207,"2022-12-01","Karnataka"
"Ather Energy","450X","ev_two_wheeler",181,"2022-12-01","Delhi"
"Ather Energy","450X","ev_two_wheeler",126,"2022-12-01","Tamil Nadu"
"Ather Energy","450X","ev_two_wheeler",131,"2022-12-01","Uttar Pradesh"
"Ather Energy","450X","ev_two_wheeler",126,"2022-12-01","Gujarat"
"Ola Electric","S1 Pro","ev_two_wheeler",884,"2022-12-01","Maharashtra"
"Ola Electric","S1 Pro","ev_two_wheeler",705,"2022-12-01","Karnataka"
"Ola Electric","S1 Pro","ev_two_wheeler",512,"2022-12-01","Delhi"
"Ola Electric","S1 Pro","ev_two_wheeler",475,"2022-12-01","Tamil Nadu"
"Ola Electric","S1 Pro","ev_two_wheeler",429,"2022-12-01","Uttar Pradesh"
"Ola Electric","S1 Pro","ev_two_wheeler",497,"2022-12-01","Gujarat"
"TVS Motor","iQube","ev_two_wheeler",159,"2022-12-01","Maharashtra"
"TVS Motor","iQube","ev_two_wheeler",120,"2022-12-01","Karnataka"
"TVS Motor","iQube","ev_two_wheeler",97,"2022-12-01","Delhi"
"TVS Motor","iQube","ev_two_wheeler",81,"2022-12-01","Tamil Nadu"
"TVS Motor","iQube","ev_two_wheeler",77,"2022-12-01","Uttar Pradesh"
"TVS Motor","iQube","ev_two_wheeler",89,"2022-12-01","Gujarat"
"Bajaj Auto","Chetak","ev_two_wheeler",71,"2022-12-01","Maharashtra"
"Bajaj Auto","Chetak","ev_two_wheeler",52,"2022-12-01","Karnataka"
"Bajaj Auto","Chetak","ev_two_wheeler",40,"2022-12-01","Delhi"
"Bajaj Auto","Chetak","ev_two_wheeler",40,"2022-12-01","Tamil Nadu"
"Bajaj Auto","Chetak","ev_two_wheeler",40,"2022-12-01","Uttar Pradesh"
"Bajaj Auto","Chetak","ev_two_wheeler",38,"2022-12-01","Gujarat"
"Hero Electric","Photon","ev_two_wheeler",59,"2022-12-01","Maharashtra"
"Hero Electric","Photon","ev_two_wheeler",57,"2022-12-01","Karnataka"
"Hero Electric","Photon","ev_two_wheeler",47,"2022-12-01","Delhi"
"Hero Electric","Photon","ev_two_wheeler",41,"2022-12-01","Tamil Nadu"
"Hero Electric","Photon","ev_two_wheeler",38,"2022-12-01","Uttar Pradesh"
"Hero Electric","Photon","ev_two_wheeler",46,"2022-12-01","Gujarat"
"Tata Motors","Nexon EV","ev_four_wheeler",271,"2022-12-01","Maharashtra"
"Tata Motors","Nexon EV","ev_four_wheeler",211,"2022-12-01","Karnataka"
"Tata Motors","Nexon EV","ev_four_wheeler",208,"2022-12-01","Delhi"
"Tata Motors","Nexon EV","ev_four_wheeler",132,"2022-12-01","Tamil Nadu"
"Tata Motors","Nexon EV","ev_four_wheeler",162,"2022-12-01","Uttar Pradesh"
"Tata Motors","Nexon EV","ev_four_wheeler",135,"2022-12-01","Gujarat"
"Ather Energy","450X","ev_two_wheeler",272,"2023-01-01","Maharashtra"
"Ather Energy","450X","ev_two_wheeler",229,"2023-01-01","Karnataka"
"Ather Energy","450X","ev_two_wheeler",158,"2023-01-01","Delhi"
"Ather Energy","450X","ev_two_wheeler",143,"2023-01-01","Tamil Nadu"
"Ather Energy","450X","ev_two_wheeler",156,"2023-01-01","Uttar Pradesh"
"Ather Energy","450X","ev_two_wheeler",149,"2023-01-01","Gujarat"
"Ola Electric","S1 Pro","ev_two_wheeler",969,"2023-01-01","Maharashtra"
"Ola Electric","S1 Pro","ev_two_wheeler",868,"2023-01-01","Karnataka"
"Ola Electric","S1 Pro","ev_two_wheeler",680,"2023-01-01","Delhi"
"Ola Electric","S1 Pro","ev_two_wheeler",576,"2023-01-01","Tamil Nadu"
"Ola Electric","S1 Pro","ev_two_wheeler",486,"2023-01-01","Uttar Pradesh"
"Ola Electric","S1 Pro","ev_two_wheeler",447,"2023-01-01","Gujarat"
"TVS Motor","iQube","ev_two_wheeler",141,"2023-01-01","Maharashtra"
"TVS Motor","iQube","ev_two_wheeler",126,"2023-01-01","Karnataka"
"TVS Motor","iQube","ev_two_wheeler",94,"2023-01-01","Delhi"
"TVS Motor","iQube","ev_two_wheeler",83,"2023-01-01","Tamil Nadu"
"TVS Motor","iQube","ev_two_wheeler",88,"2023-01-01","Uttar Pradesh"
"TVS Motor","iQube","ev_two_wheeler",82,"2023-01-01","Gujarat"
"Bajaj Auto","Chetak","ev_two_wheeler",58,"2023-01-01","Maharashtra"
"Bajaj Auto","Chetak","ev_two_wheeler",59,"2023-01-01","Karnataka"
"Bajaj Auto","Chetak","ev_two_wheeler",39,"2023-01-01","Delhi"
"Bajaj Auto","Chetak","ev_two_wheeler",35,"2023-01-01","Tamil Nadu"
"Bajaj Auto","Chetak","ev_two_wheeler",40,"2023-01-01","Uttar Pradesh"
"Bajaj Auto","Chetak","ev_two_wheeler",39,"2023-01-01","Gujarat"
"Hero Electric","Photon","ev_two_wheeler",76,"2023-01-01","Maharashtra"
"Hero Electric","Photon","ev_two_wheeler",62,"2023-01-01","Karnataka"
"Hero Electric","Photon","ev_two_wheeler",44,"2023-01-01","Delhi"
"Hero Electric","Photon","ev_two_wheeler",37,"2023-01-01","Tamil Nadu"
"Hero Electric","Photon","ev_two_wheeler",35,"2023-01-01","Uttar Pradesh"
"Hero Electric","Photon","ev_two_wheeler",37,"2023-01-01","Gujarat"
"Tata Motors","Nexon EV","ev_four_wheeler",218,"2023-01-01","Maharashtra"
"Tata Motors","Nexon EV","ev_four_wheeler",218,"2023-01-01","Karnataka"
"Tata Motors","Nexon EV","ev_four_wheeler",150,"2023-01-01","Delhi"
"Tata Motors","Nexon EV","ev_four_wheeler",143,"2023-01-01","Tamil Nadu"
"Tata Motors","Nexon EV","ev_four_wheeler",148,"2023-01-01","Uttar Pradesh"
"Tata Motors","Nexon EV","ev_four_wheeler",135,"2023-01-01","Gujarat"
"Mahindra & Mahindra","XUV400","ev_four_wheeler",20,"2023-01-01","Maharashtra"
"Mahindra & Mahindra","XUV400","ev_four_wheeler",20,"2023-01-01","Karnataka"
"Mahindra & Mahindra","XUV400","ev_four_wheeler",19,"2023-01-01","Delhi"
"Mahindra & Mahindra","XUV400","ev_four_wheeler",16,"2023-01-01","Tamil Nadu"
"Mahindra & Mahindra","XUV400","ev_four_wheeler",12,"2023-01-01","Uttar Pradesh"
"Mahindra & Mahindra","XUV400","ev_four_wheeler",14,"2023-01-01","Gujarat"
"Ather Energy","450X","ev_two_wheeler",234,"2023-02-01","Maharashtra"
"Ather Energy","450X","ev_two_wheeler",195,"2023-02-01","Karnataka"
"Ather Energy","450X","ev_two_wheeler",164,"2023-02-01","Delhi"
"Ather Energy","450X","ev_two_wheeler",126,"2023-02-01","Tamil Nadu"
"Ather Energy","450X","ev_two_wheeler",126,"2023-02-01","Uttar Pradesh"
"Ather Energy","450X","ev_two_wheeler",157,"2023-02-01","Gujarat"
"Ola Electric","S1 Pro","ev_two_wheeler",931,"2023-02-01","Maharashtra"
"Ola Electric","S1 Pro","ev_two_wheeler",653,"2023-02-01","Karnataka"
"Ola Electric","S1 Pro","ev_two_wheeler",523,"2023-02-01","Delhi"
"Ola Electric","S1 Pro","ev_two_wheeler",417,"2023-02-01","Tamil Nadu"
"Ola Electric","S1 Pro","ev_two_wheeler",544,"2023-02-01","Uttar Pradesh"
"Ola Electric","S1 Pro","ev_two_wheeler",472,"2023-02-01","Gujarat"
"TVS Motor","iQube","ev_two_wheeler",169,"2023-02-01","Maharashtra"
"TVS Motor","iQube","ev_two_wheeler",155,"2023-02-01","Karnataka"
"TVS Motor","iQube","ev_two_wheeler",132,"2023-02-01","Delhi"
"TVS Motor","iQube","ev_two_wheeler",90,"2023-02-01","Tamil Nadu"
"TVS Motor","iQube","ev_two_wheeler",90,"2023-02-01","Uttar Pradesh"
"TVS Motor","iQube","ev_two_wheeler",89,"2023-02-01","Gujarat"
"Bajaj Auto","Chetak","ev_two_wheeler",74,"2023-02-01","Maharashtra"
"Bajaj Auto","Chetak","ev_two_wheeler",66,"2023-02-01","Karnataka"
"Bajaj Auto","Chetak","ev_two_wheeler",52,"2023-02-01","Delhi"
"Bajaj Auto","Chetak","ev_two_wheeler",38,"2023-02-01","Tamil Nadu"
"Bajaj Auto","Chetak","ev_two_wheeler",35,"2023-02-01","Uttar Pradesh"
"Bajaj Auto","Chetak","ev_two_wheeler",38,"2023-02-01","Gujarat"
"Hero Electric","Photon","ev_two_wheeler",63,"2023-02-01","Maharashtra"
"Hero Electric","Photon","ev_two_wheeler",58,"2023-02-01","Karnataka"
"Hero Electric","Photon","ev_two_wheeler",53,"2023-02-01","Delhi"
"Hero Electric","Photon","ev_two_wheeler",35,"2023-02-01","Tamil Nadu"
"Hero Electric","Photon","ev_two_wheeler",34,"2023-02-01","Uttar Pradesh"
"Hero Electric","Photon","ev_two_wheeler",43,"2023-02-01","Gujarat"
"Tata Motors","Nexon EV","ev_four_wheeler",244,"2023-02-01","Maharashtra"
"Tata Motors","Nexon EV","ev_four_wheeler",206,"2023-02-01","Karnataka"
"Tata Motors","Nexon EV","ev_four_wheeler",206,"2023-02-01","Delhi"
"Tata Motors","Nexon EV","ev_four_wheeler",135,"2023-02-01","Tamil Nadu"
"Tata Motors","Nexon EV","ev_four_wheeler",151,"2023-02-01","Uttar Pradesh"
"Tata Motors","Nexon EV","ev_four_wheeler",133,"2023-02-01","Gujarat"
"Mahindra & Mahindra","XUV400","ev_four_wheeler",29,"2023-02-01","Maharashtra"
"Mahindra & Mahindra","XUV400","ev_four_wheeler",22,"2023-02-01","Karnataka"
"Mahindra & Mahindra","XUV400","ev_four_wheeler",19,"2023-02-01","Delhi"
"Mahindra & Mahindra","XUV400","ev_four_wheeler",14,"2023-02-01","Tamil Nadu"
"Mahindra & Mahindra","XUV400","ev_four_wheeler",14,"2023-02-01","Uttar Pradesh"
"Mahindra & Mahindra","XUV400","ev_four_wheeler",18,"2023-02-01","Gujarat"
"Ather Energy","450X","ev_two_wheeler",250,"2023-03-01","Maharashtra"
"Ather Energy","450X","ev_two_wheeler",232,"2023-03-01","Karnataka"
"Ather Energy","450X","ev_two_wheeler",161,"2023-03-01","Delhi"
"Ather Energy","450X","ev_two_wheeler",124,"2023-03-01","Tamil Nadu"
"Ather Energy","450X","ev_two_wheeler",122,"2023-03-01","Uttar Pradesh"
"Ather Energy","450X","ev_two_wheeler",125,"2023-03-01","Gujarat"
"Ola Electric","S1 Pro","ev_two_wheeler",712,"2023-03-01","Maharashtra"
"Ola Electric","S1 Pro","ev_two_wheeler",596,"2023-03-01","Karnataka"
"Ola Electric","S1 Pro","ev_two_wheeler",562,"2023-03-01","Delhi"
"Ola Electric","S1 Pro","ev_two_wheeler",453,"2023-03-01","Tamil Nadu"
"Ola Electric","S1 Pro","ev_two_wheeler",497,"2023-03-01","Uttar Pradesh"
"Ola Electric","S1 Pro","ev_two_wheeler",494,"2023-03-01","Gujarat"
"TVS Motor","iQube","ev_two_wheeler",128,"2023-03-01","Maharashtra"
"TVS Motor","iQube","ev_two_wheeler",116,"2023-03-01","Karnataka"
"TVS Motor","iQube","ev_two_wheeler",99,"2023-03-01","Delhi"
"TVS Motor","iQube","ev_two_wheeler",87,"2023-03-01","Tamil Nadu"
"TVS Motor","iQube","ev_two_wheeler",78,"2023-03-01","Uttar Pradesh"
"TVS Motor","iQube","ev_two_wheeler",84,"2023-03-01","Gujarat"
"TVS Motor","iQube","ev_two_wheeler",7,"2023-03-01","Rajasthan"
"Bajaj Auto","Chetak","ev_two_wheeler",55,"2023-03-01","Maharashtra"
"Bajaj Auto","Chetak","ev_two_wheeler",56,"2023-03-01","Karnataka"
"Bajaj Auto","Chetak","ev_two_wheeler",44,"2023-03-01","Delhi"
"Bajaj Auto","Chetak","ev_two_wheeler",40,"2023-03-01","Tamil Nadu"
"Bajaj Auto","Chetak","ev_two_wheeler",37,"2023-03-01","Uttar Pradesh"
"Bajaj Auto","Chetak","ev_two_wheeler",41,"2023-03-01","Gujarat"
"Hero Electric","Photon","ev_two_wheeler",41,"2023-03-01","Maharashtra"
"Hero Electric","Photon","ev_two_wheeler",46,"2023-03-01","Karnataka"
"Hero Electric","Photon","ev_two_wheeler",32,"2023-03-01","Delhi"
"Hero Electric","Photon","ev_two_wheeler",28,"2023-03-01","Tamil Nadu"
"Hero Electric","Photon","ev_two_wheeler",25,"2023-03-01","Uttar Pradesh"
"Hero Electric","Photon","ev_two_wheeler",27,"2023-03-01","Gujarat"
"Tata Motors","Nexon EV","ev_four_wheeler",254,"2023-03-01","Maharashtra"
"Tata Motors","Nexon EV","ev_four_wheeler",196,"2023-03-01","Karnataka"
"Tata Motors","Nexon EV","ev_four_wheeler",171,"2023-03-01","Delhi"
"Tata Motors","Nexon EV","ev_four_wheeler",131,"2023-03-01","Tamil Nadu"
"Tata Motors","Nexon EV","ev_four_wheeler",148,"2023-03-01","Uttar Pradesh"
"Tata Motors","Nexon EV","ev_four_wheeler",128,"2023-03-01","Gujarat"
"Mahindra & Mahindra","XUV400","ev_four_wheeler",25,"2023-03-01","Maharashtra"
"Mahindra & Mahindra","XUV400","ev_four_wheeler",23,"2023-03-01","Karnataka"
"Mahindra & Mahindra","XUV400","ev_four_wheeler",18,"2023-03-01","Delhi"
"Mahindra & Mahindra","XUV400","ev_four_wheeler",15,"2023-03-01","Tamil Nadu"
"Mahindra & Mahindra","XUV400","ev_four_wheeler",15,"2023-03-01","Uttar Pradesh"
"Mahindra & Mahindra","XUV400","ev_four_wheeler",13,"2023-03-01","Gujarat"
"Ather Energy","450X","ev_two_wheeler",289,"2023-04-01","Maharashtra"
"Ather Energy","450X","ev_two_wheeler",211,"2023-04-01","Karnataka"
"Ather Energy","450X","ev_two_wheeler",198,"2023-04-01","Delhi"
"Ather Energy","450X","ev_two_wheeler",176,"2023-04-01","Tamil Nadu"
"Ather Energy","450X","ev_two_wheeler",150,"2023-04-01","Uttar Pradesh"
"Ather Energy","450X","ev_two_wheeler",153,"2023-04-01","Gujarat"
"Ola Electric","S1 Pro","ev_two_wheeler",839,"2023-04-01","Maharashtra"
"Ola Electric","S1 Pro","ev_two_wheeler",867,"2023-04-01","Karnataka"
"Ola Electric","S1 Pro","ev_two_wheeler",581,"2023-04-01","Delhi"
"Ola Electric","S1 Pro","ev_two_wheeler",526,"2023-04-01","Tamil Nadu"
"Ola Electric","S1 Pro","ev_two_wheeler",582,"2023-04-01","Uttar Pradesh"
"Ola Electric","S1 Pro","ev_two_wheeler",609,"2023-04-01","Gujarat"
"TVS Motor","iQube","ev_two_wheeler",166,"2023-04-01","Maharashtra"
"TVS Motor","iQube","ev_two_wheeler",151,"2023-04-01","Karnataka"
"TVS Motor","iQube","ev_two_wheeler",149,"2023-04-01","Delhi"
"TVS Motor","iQube","ev_two_wheeler",127,"2023-04-01","Tamil Nadu"
"TVS Motor","iQube","ev_two_wheeler",96,"2023-04-01","Uttar Pradesh"
"TVS Motor","iQube","ev_two_wheeler",127,"2023-04-01","Gujarat"
"Bajaj Auto","Chetak","ev_two_wheeler",64,"2023-04-01","Maharashtra"
"Bajaj Auto","Chetak","ev_two_wheeler",54,"2023-04-01","Karnataka"
"Bajaj Auto","Chetak","ev_two_wheeler",48,"2023-04-01","Delhi"
"Bajaj Auto","Chetak","ev_two_wheeler",41,"2023-04-01","Tamil Nadu"
"Bajaj Auto","Chetak","ev_two_wheeler",45,"2023-04-01","Uttar Pradesh"
"Bajaj Auto","Chetak","ev_two_wheeler",38,"2023-04-01","Gujarat"
"Hero Electric","Photon","ev_two_wheeler",49,"2023-04-01","Maharashtra"
"Hero Electric","Photon","ev_two_wheeler",47,"2023-04-01","Karnataka"
"Hero Electric","Photon","ev_two_wheeler",40,"2023-04-01","Delhi"
"Hero Electric","Photon","ev_two_wheeler",32,"2023-04-01","Tamil Nadu"
"Hero Electric","Photon","ev_two_wheeler",30,"2023-04-01","Uttar Pradesh"
"Hero Electric","Photon","ev_two_wheeler",34,"2023-04-01","Gujarat"
"Tata Motors","Nexon EV","ev_four_wheeler",310,"2023-04-01","Maharashtra"
"Tata Motors","Nexon EV","ev_four_wheeler",263,"2023-04-01","Karnataka"
"Tata Motors","Nexon EV","ev_four_wheeler",242,"2023-04-01","Delhi"
"Tata Motors","Nexon EV","ev_four_wheeler",165,"2023-04-01","Tamil Nadu"
"Tata Motors","Nexon EV","ev_four_wheeler",195,"2023-04-01","Uttar Pradesh"
"Tata Motors","Nexon EV","ev_four_wheeler",188,"2023-04-01","Gujarat"
"Mahindra & Mahindra","XUV400","ev_four_wheeler",30,"2023-04-01","Maharashtra"
"Mahindra & Mahindra","XUV400","ev_four_wheeler",26,"2023-04-01","Karnataka"
"Mahindra & Mahindra","XUV400","ev_four_wheeler",20,"2023-04-01","Delhi"
"Mahindra & Mahindra","XUV400","ev_four_wheeler",17,"2023-04-01","Tamil Nadu"
"Mahindra & Mahindra","XUV400","ev_four_wheeler",14,"2023-04-01","Uttar Pradesh"
"Mahindra & Mahindra","XUV400","ev_four_wheeler",14,"2023-04-01","Gujarat"
"Ather Energy","450X","ev_two_wheeler",254,"2023-05-01","Maharashtra"
"Ather Energy","450X","ev_two_wheeler",202,"2023-05-01","Karnataka"
"Ather Energy","450X","ev_two_wheeler",210,"2023-05-01","Delhi"
"Ather Energy","450X","ev_two_wheeler",144,"2023-05-01","Tamil Nadu"
"Ather Energy","450X","ev_two_wheeler",184,"2023-05-01","Uttar Pradesh"
"Ather Energy","450X","ev_two_wheeler",170,"2023-05-01","Gujarat"
"Ola Electric","S1 Pro","ev_two_wheeler",1347,"2023-05-01","Maharashtra"
"Ola Electric","S1 Pro","ev_two_wheeler",903,"2023-05-01","Karnataka"
"Ola Electric","S1 Pro","ev_two_wheeler",822,"2023-05-01","Delhi"
"Ola Electric","S1 Pro","ev_two_wheeler",696,"2023-05-01","Tamil Nadu"
"Ola Electric","S1 Pro","ev_two_wheeler",647,"2023-05-01","Uttar Pradesh"
"Ola Electric","S1 Pro","ev_two_wheeler",667,"2023-05-01","Gujarat"
"TVS Motor","iQube","ev_two_wheeler",205,"2023-05-01","Maharashtra"
"TVS Motor","iQube","ev_two_wheeler",144,"2023-05-01","Karnataka"
